class,path_rgb,path_gray
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00337.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00337.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00338.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00338.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00339.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00339.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00340.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00340.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00341.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00341.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00342.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00342.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00343.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00343.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00344.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00344.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00345.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00345.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00346.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00346.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00347.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00347.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00348.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00348.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00349.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00349.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00350.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00350.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00351.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00351.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00352.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00352.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00353.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00353.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00354.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00354.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00355.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00355.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00356.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00356.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00357.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00357.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00358.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00358.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00359.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00359.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00360.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00360.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00361.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00361.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00362.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00362.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00363.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00363.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00364.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00364.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00365.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00365.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00366.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00366.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00367.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00367.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00368.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00368.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00369.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00369.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00370.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00370.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00371.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00371.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00372.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00372.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00373.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00373.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00374.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00374.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00375.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00375.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00376.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00376.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00377.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00377.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00378.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00378.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00379.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00379.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00380.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00380.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00381.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00381.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00382.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00382.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00383.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00383.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00384.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00384.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00385.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00385.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00386.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00386.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00387.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00387.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00388.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00388.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00389.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00389.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00390.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00390.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00391.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00391.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00392.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00392.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00393.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00393.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00394.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00394.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00395.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00395.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00396.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00396.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00397.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00397.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00398.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00398.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00399.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00399.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00400.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00400.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00401.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00401.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00402.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00402.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00403.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00403.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00404.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00404.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00405.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00405.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00406.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00406.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00407.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00407.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00408.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00408.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00409.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00409.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00410.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00410.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00411.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00411.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00412.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00412.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00413.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00413.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00414.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00414.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00415.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00415.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00416.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00416.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00417.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00417.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00418.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00418.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00419.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00419.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00420.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00420.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00421.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00421.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00422.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00422.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00423.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00423.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00424.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00424.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00425.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00425.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00426.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00426.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00427.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00427.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00428.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00428.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00429.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00429.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00430.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00430.png
brown_bread,data_resized/rgb\brown_bread\sample_d\brown_bread_sample_d_00431.png,data_resized/gray\brown_bread\sample_d\brown_bread_sample_d_00431.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00000.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00000.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00001.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00001.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00002.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00002.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00003.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00003.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00004.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00004.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00005.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00005.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00006.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00006.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00007.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00007.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00008.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00008.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00009.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00009.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00010.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00010.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00011.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00011.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00012.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00012.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00013.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00013.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00014.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00014.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00015.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00015.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00016.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00016.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00017.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00017.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00018.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00018.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00019.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00019.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00020.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00020.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00021.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00021.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00022.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00022.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00023.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00023.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00024.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00024.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00025.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00025.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00026.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00026.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00027.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00027.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00028.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00028.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00029.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00029.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00030.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00030.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00031.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00031.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00032.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00032.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00033.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00033.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00034.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00034.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00035.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00035.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00036.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00036.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00037.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00037.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00038.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00038.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00039.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00039.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00040.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00040.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00041.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00041.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00042.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00042.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00043.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00043.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00044.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00044.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00045.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00045.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00046.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00046.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00047.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00047.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00048.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00048.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00049.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00049.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00050.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00050.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00051.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00051.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00052.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00052.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00053.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00053.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00054.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00054.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00055.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00055.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00056.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00056.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00057.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00057.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00058.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00058.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00059.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00059.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00060.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00060.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00061.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00061.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00062.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00062.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00063.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00063.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00064.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00064.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00065.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00065.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00066.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00066.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00067.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00067.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00068.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00068.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00069.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00069.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00070.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00070.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00071.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00071.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00072.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00072.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00073.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00073.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00074.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00074.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00075.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00075.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00076.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00076.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00077.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00077.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00078.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00078.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00079.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00079.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00080.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00080.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00081.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00081.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00082.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00082.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00083.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00083.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00084.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00084.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00085.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00085.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00086.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00086.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00087.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00087.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00088.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00088.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00089.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00089.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00090.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00090.png
corduroy,data_resized/rgb\corduroy\sample_a\corduroy_sample_a_00091.png,data_resized/gray\corduroy\sample_a\corduroy_sample_a_00091.png
